Ký_tự,Pinyin,Hán_Việt,Số_cách_đọc,Tất_cả_cách_đọc
㞄,ān,am,1,am
㞅,luò,~lạc,1,~lạc
㞆,jǐ,~kỉ,1,~kỉ
㞇,wěi,~vĩ,1,~vĩ
㞈,bō,~bát,1,~bát
㞉,zā,trát,1,trát
㞊,xù,tuất,1,tuất
㞋,niǎn,giẫy,1,giẫy
㞌,yùn,~uẩn,1,~uẩn
㞎,bǎ,~ba,1,~ba
㞏,zhé,~trích,1,~trích
㞐,jū,cư,1,cư
㞑,wěi,~vĩ,1,~vĩ
㞒,xiè,~tiết,1,~tiết
㞓,qì,~khí,1,~khí
㞔,yí,~di,1,~di
㞕,xiè,tiết,1,tiết
㞖,cí,~từ,1,~từ
㞗,qiú,cầu,1,cầu
㞘,dū,đốc,1,đốc
㞙,niào,niệu,1,niệu
㞚,qì,~khí,1,~khí
㞛,jǐ,kỉ,1,kỉ
㞜,tuī,thôi,1,thôi
㞞,sóng,sùng,1,sùng
㞟,diàn,điện,1,điện
㞠,láo,liêu,1,liêu
㞡,zhǎn,~triển,1,~triển
㞢,zhī,~chi,1,~chi
㞣,fēn,phân,1,phân
㞤,yín,~dần,1,~dần
㞥,cén,~sầm,1,~sầm
㞦,jǐ,kỉ,1,kỉ
㞧,huì,~hội,1,~hội
㞨,zǐ,chỉ,1,chỉ
㞩,lán,lam,1,lam
㞪,náo,~nao,1,~nao
㞫,jù,~cự,1,~cự
㞬,qìn,ẩn,1,ẩn
㞭,dài,đại,1,đại
㞮,zhé,chiết,1,chiết
㞯,jié,~tiết,1,~tiết
㞰,xǔ,~hủ,1,~hủ
㞱,cōng,~thông,1,~thông
㞲,yòng,~vinh,1,~vinh
㞳,dǒu,đẩu,1,đẩu
㞴,chí,~trì,1,~trì
㞵,mín,mân,1,mân
㞶,mǐn,~mẫn,1,~mẫn
㞷,huáng,hoàng,1,hoàng
㞸,suì,~tuế,1,~tuế
㞹,kě,khả,1,khả
㞺,zú,~chót,1,~chót
㞻,hào,hạo,1,hạo
㞼,chéng,~thành,1,~thành
㞽,xuè,huyết,1,huyết
㞾,ní,ni,1,ni
㞿,chì,kì,1,kì
㟀,lián,~liêm,1,~liêm
㟁,àn,~ngàn,1,~ngàn
㟂,mǔ,vũ,1,vũ
㟃,sī,~tư,1,~tư
㟄,xiáng,tường,1,tường
㟅,yáng,~dương,1,~dương
㟆,huá,hoa,1,hoa
㟇,cuò,~thó,1,~thó
㟈,qiú,cầu,1,cầu
㟉,láo,~lao,1,~lao
㟊,fú,~phù,1,~phù
㟋,duì,~đỗi,1,~đỗi
㟌,máng,mang,1,mang
㟍,láng,lang,1,lang
㟎,tuǒ,~thỏa,1,~thỏa
㟏,hán,hàm,1,hàm
㟐,mǎng,~mãng,1,~mãng
㟑,bó,~bột,1,~bột
㟒,qūn,côn,1,côn
㟓,qí,kì,1,kì
㟔,hán,hàm,1,hàm
㟖,lòng,~lỏng,1,~lỏng
㟗,bīn,~tân,1,~tân
㟘,tiáo,~đèo,1,~đèo
㟙,zé,~trách,1,~trách
㟚,qí,kì,1,kì
㟛,zàn,~tán,1,~tán
㟜,mí,~mi,1,~mi
㟝,péi,bồi,1,bồi
㟞,zhàn,~chiến,1,~chiến
㟟,xiàng,hạng,1,hạng
㟠,gǎng,~cương,1,~cương
㟢,qí,~kì,1,~kì
㟤,lù,lục,1,lục
㟥,cēn,~sâm,2,~sâm / sâm
㟥,cēn,sâm,2,~sâm / sâm
㟦,yùn,~vận,1,~vận
㟧,è,ngạc,1,ngạc
㟨,duān,~đoan,1,~đoan
㟩,mín,~mân,1,~mân
㟪,wēi,~nguy,1,~nguy
㟫,quán,~quyền,1,~quyền
㟬,sǒu,~tẩu,1,~tẩu
㟭,mín,~mân,1,~mân
㟮,tū,~thóc,1,~thóc
㟰,mǐng,mãnh,1,mãnh
㟱,yǎo,~yểu,1,~yểu
㟲,jué,~quyết,1,~quyết
㟳,lì,~lịch,1,~lịch
㟴,kuài,~khối,1,~khối
㟵,gǎng,~cương,1,~cương
㟶,yuán,~viên,1,~viên
㟷,da,~đáp,1,~đáp
㟸,shān,phong,1,phong
㟹,láo,~lao,1,~lao
㟺,lóu,~lưu,1,~lưu
㟻,qiàn,~khảm,1,~khảm
㟼,áo,~ngao,1,~ngao
㟽,biǎo,biểu,1,biểu
㟾,yōng,~ung,1,~ung
㟿,mǎng,~mãng,1,~mãng
㠀,dǎo,đảo,1,đảo
㠁,shēn,sâm,1,sâm
㠂,áo,~ngao,1,~ngao
㠄,xí,tập,1,tập
㠅,fú,~phù,1,~phù
㠆,dān,đan,1,đan
㠇,jiù,~thứu,1,~thứu
㠈,rùn,~nhuần,1,~nhuần
㠉,tóng,đồng,1,đồng
㠊,qū,~khu,1,~khu
㠋,è,ngạc,1,ngạc
㠌,qī,~thê,1,~thê
㠍,jí,~tập,1,~tập
㠎,jí,tập,1,tập
㠏,huá,hoa,1,hoa
㠐,jiào,khiêu,1,khiêu
㠑,zuì,~tội,1,~tội
㠒,biǎo,biểu,1,biểu
㠓,méng,mông,1,mông
㠔,bài,~bại,1,~bại
㠕,wěi,~vĩ,1,~vĩ
㠖,yǐ,~nghĩ,1,~nghĩ
㠗,ào,áo,1,áo
㠘,yǔ,~tự,1,~tự
㠙,háo,hào,1,hào
㠚,duì,~đỗi,1,~đỗi
㠛,wò,~hoạch,1,~hoạch
㠜,nì,~nật,1,~nật
㠝,cuán,~toàn,1,~toàn
㠟,lí,lê,1,lê
㠠,lú,~lô,1,~lô
㠡,niǎo,~điểu,1,~điểu
㠢,huái,~hoài,1,~hoài
㠣,lì,lịch,1,lịch
㠥,lǜ,~luật,1,~luật
㠦,fēng,phong,1,phong
㠧,mǐ,~mị,1,~mị
㠨,yù,~dục,1,~dục
㠩,huāng,hoang,1,hoang
㠪,jù,cự,1,cự
㠭,zhǎn,~triển,1,~triển
㠮,pēng,~phanh,1,~phanh
㠯,yǐ,~dĩ,1,~dĩ
㠱,jì,~kị,1,~kị
㠲,bǐ,~bỉ,1,~bỉ
㠴,rèn,~nhận,1,~nhận
㠵,huāng,~hoang,1,~hoang
㠶,fán,~phiền,1,~phiền
㠷,gé,~cách,1,~cách
㠸,kù,~khố,1,~khố
㠹,jiè,giới,1,giới
㠺,shā,sa,1,sa
㠻,chī,hy,1,hy
㠽,tóng,đồng,1,đồng
㠾,yuān,~uyên,1,~uyên
㠿,zī,~tư,1,~tư
㡀,bì,~giẻ,1,~giẻ
㡁,kuǎ,~khoa,1,~khoa
㡂,lì,lệ,1,lệ
㡃,huāng,~hoang,1,~hoang
㡄,xún,~tuân,1,~tuân
㡅,nuǒ,na,1,na
㡆,huāng,hoang,1,hoang
㡇,zhé,~triếp,1,~triếp
㡈,wèn,vấn,1,vấn
㡉,xián,~nhàn,1,~nhàn
㡊,qià,~kháp,1,~kháp
㡋,yé,~gia,1,~gia
㡌,mào,~mão,1,~mão
㡎,shān,~sam,1,~sam
㡏,shù,~thuật,1,~thuật
㡐,jiān,tiêm,1,tiêm
㡑,qiāo,~thiêu,1,~thiêu
㡒,zhūn,~truân,1,~truân
㡓,kūn,~côn,1,~côn
㡔,wù,~vụ,1,~vụ
㡕,yīng,~anh,1,~anh
㡖,chuáng,~choàng,1,~choàng
㡗,tí,đề,1,đề
㡘,lián,liêm,1,liêm
㡙,bī,~bức,1,~bức
㡚,gōu,~câu,1,~câu
㡛,máng,mang,1,mang
㡜,xiè,~tiết,1,~tiết
㡝,fèng,~phượng,1,~phượng
㡞,lóu,~lưu,1,~lưu
㡟,zāo,tao,1,tao
㡠,zhèng,chứng,1,chứng
㡡,chú,~trù,1,~trù
㡢,màn,~màn,1,~màn
㡣,lóng,~lung,1,~lung
㡥,yìn,~ấn,1,~ấn
㡦,pīn,~phanh,1,~phanh
㡧,zhèng,chứng,1,chứng
㡨,jiān,~tiêm,1,~tiêm
㡩,luán,loan,1,loan
㡪,nié,~niết,1,~niết
㡫,yì,~dịch,1,~dịch
㡭,jì,kế,1,kế
㡮,jí,~tập,1,~tập
㡯,zhái,~trạch,1,~trạch
㡰,yǔ,~dữu,1,~dữu
㡱,jiǔ,~cửu,1,~cửu
㡲,huán,hoàn,1,hoàn
㡳,zhǐ,chỉ,1,chỉ
㡴,lā,lụp,1,lụp
㡵,líng,~linh,1,~linh
㡶,zhǐ,chỉ,1,chỉ
㡷,běn,bản,1,bản
㡸,zhà,~trá,1,~trá
㡹,jū,~cư,1,~cư
㡺,dàn,đản,1,đản
㡻,liào,liệu,1,liệu
㡼,yì,~dị,1,~dị
㡽,zhào,~triệu,1,~triệu
㡾,xiàn,~hiển,1,~hiển
㡿,chì,~xích,1,~xích
㢀,cì,~thứ,1,~thứ
㢁,chǐ,~sỉ,1,~sỉ
㢂,yǎn,~yểm,1,~yểm
㢃,láng,lang,1,lang
㢄,dòu,~đậu,1,~đậu
㢅,lòng,~lỏng,1,~lỏng
㢆,chán,triền,1,triền
㢈,tuí,đồi,1,đồi
㢉,chá,tra,1,tra
㢊,ǎi,ải,1,ải
㢋,chǐ,~sỉ,1,~sỉ
㢍,yǐng,~nhánh,1,~nhánh
㢎,zhé,~trích,1,~trích
㢏,tóu,đầu,1,đầu
㢑,tuí,đồi,1,đồi
㢒,chá,tra,1,tra
㢓,yǎo,trướng,1,trướng
㢔,zǒng,~tổng,1,~tổng
㢕,yōng,ung,1,ung
㢖,pān,phan,1,phan
㢗,qiào,~tiếu,1,~tiếu
㢘,lián,liêm,1,liêm
㢙,qín,cần,1,cần
㢚,lǔ,lỗ,1,lỗ
㢛,yàn,~diễm,1,~diễm
㢜,kàng,khảng,1,khảng
㢝,sū,~tô,1,~tô
㢞,yì,~dị,1,~dị
㢟,chān,~sọm,1,~sọm
㢠,jiǒng,quýnh,1,quýnh
㢡,jiǎng,tưởng,1,tưởng
㢣,jìng,~kính,1,~kính
㢥,dòng,~động,1,~động
㢦,gē,ca,1,ca
㢧,juàn,quyển,1,quyển
㢨,hàn,hãn,1,hãn
㢩,dì,đích,1,đích
㢪,yǐn,chẩn,1,chẩn
㢬,hóng,hoành,1,hoành
㢭,zhǐ,chỉ,1,chỉ
㢮,chí,~thỉ,1,~thỉ
㢯,diāo,~điêu,1,~điêu
㢰,bì,bị,1,bị
㢲,xùn,~tấn,1,~tấn
㢳,lú,~lô,1,~lô
㢴,xī,~tây,1,~tây
㢵,xié,~hiếp,1,~hiếp
㢶,bì,bạt,1,bạt
㢸,bì,~bị,1,~bị
㢺,xián,~huyền,1,~huyền
㢻,ruì,~nhuế,1,~nhuế
㢼,biè,biệt,1,biệt
㢽,ěr,nhị,1,nhị
㢾,juàn,quyến,1,quyến
㣀,zhèn,~chẩn,1,~chẩn
㣁,bèi,bị,1,bị
㣂,è,~ngạc,1,~ngạc
㣃,yǔ,~vũ,1,~vũ
㣄,qú,cù,1,cù
㣅,zàn,~tán,1,~tán
㣆,mí,~di,1,~di
㣇,yì,~dịch,1,~dịch
㣈,sì,~tứ,1,~tứ
㣉,gōng,cung,1,cung
㣋,dān,đan,1,đan
㣌,shàn,sảm,1,sảm
㣍,tái,~đài,1,~đài
㣎,mù,mục,1,mục
㣏,jìng,~tịnh,1,~tịnh
㣐,biàn,biến,1,biến
㣑,róng,~nhung,1,~nhung
㣒,cèng,~thặng,1,~thặng
㣓,càn,xán,1,xán
㣔,dīng,đinh,1,đinh
㣘,xù,húc,1,húc
㣙,dí,~địch,1,~địch
㣚,tǒng,thống,1,thống
㣛,tà,~thát,1,~thát
㣜,xíng,~hình,1,~hình
㣝,sōng,tùng,1,tùng
㣞,duó,thoát,1,thoát
㣟,xì,~khích,1,~khích
㣠,tāo,~thao,1,~thao
㣢,tí,~đề,1,~đề
㣣,shàn,~thiện,1,~thiện
㣤,jiàn,kiến,1,kiến
㣥,zhì,~trĩ,1,~trĩ
㣦,wēi,uy,1,uy
㣧,yìn,~ấn,1,~ấn
㣪,huǎn,hoán,1,hoán
㣫,zhǒng,~trủng,1,~trủng
㣬,qì,~tập,1,~tập
㣭,zōng,~tông,1,~tông
㣯,xiè,tiết,1,tiết
㣰,xiè,~tiết,1,~tiết
㣱,zé,~trách,1,~trách
㣲,wéi,mi,1,mi
㣵,tà,thát,1,thát
㣶,zhān,~chiên,1,~chiên
㣷,nìng,~nính,1,~nính
㣺,xīn,sâm,1,sâm
㣻,yì,~ý,1,~ý
㣼,rěn,ẩn,1,ẩn
㣽,shù,thú,1,thú
㣾,chà,~sá,1,~sá
㣿,zhuó,~chước,1,~chước
㤁,miǎn,thiểm,1,thiểm
㤂,jí,cấp,1,cấp
㤃,fáng,~phương,1,~phương
㤄,pèi,~phải,1,~phải
㤅,ài,ái,1,ái
㤆,fàn,phiến,1,phiến
㤇,ǎo,áo,1,áo
㤈,qìn,~khấm,1,~khấm
㤉,qiā,~hạp,1,~hạp
㤊,xiào,hiệu,1,hiệu
㤋,fēn,~phân,1,~phân
㤌,gān,~can,1,~can
㤍,qiāo,~tiễu,1,~tiễu
㤎,gē,ca,1,ca
㤏,tóng,~đồng,1,~đồng
㤐,chān,thiếp,1,thiếp
㤑,yòu,~dứu,1,~dứu
㤒,gāo,cao,1,cao
㤓,bèn,bỡn,1,bỡn
㤔,fù,phụ,1,phụ
㤕,chù,trót,1,trót
㤖,zhù,~chú,1,~chú
㤘,zhòu,~chú,1,~chú
㤙,ēn,~ân,1,~ân
㤚,háng,hàng,1,hàng
㤛,nín,~nâm,1,~nâm
㤜,jué,~quyết,1,~quyết
㤝,chōng,~sung,1,~sung
㤞,chà,~sá,1,~sá
㤟,kǒng,~khủng,1,~khủng
㤠,liè,liệt,1,liệt
㤡,lì,sệt,1,sệt
㤢,yù,~dục,1,~dục
㤣,bá,bạt,1,bạt
㤤,yú,~ngùng,1,~ngùng
㤥,hài,hợi,1,hợi
㤦,lì,lị,1,lị
㤧,hóu,hầu,1,hầu
㤨,gǒng,củng,1,củng
㤩,kè,xác,1,xác
㤪,yuàn,~nguyện,1,~nguyện
㤬,huì,~tuệ,1,~tuệ
㤭,jiāo,~kiêu,1,~kiêu
㤮,guàng,~cuống,1,~cuống
㤯,jiǒng,quýnh,1,quýnh
㤰,zuò,trách,1,trách
㤱,fù,~phụ,1,~phụ
㤲,qiè,~khiếp,1,~khiếp
㤳,běi,bẽ,1,bẽ
㤴,chè,~triệt,1,~triệt
㤵,cí,~từ,1,~từ
㤶,máng,~mang,1,~mang
㤷,hān,~hám,1,~hám
㤸,xì,~ghét,1,~ghét
㤹,qiú,~cầu,1,~cầu
㤺,huǎng,~hoảng,1,~hoảng
㤻,tǎn,thản,1,thản
㤽,chóu,~trù,2,~trù / trù
㤽,chóu,trù,2,~trù / trù
㤾,sàn,~tản,1,~tản
㤿,yān,yêm,1,yêm
㥀,zhí,~chấp,1,~chấp
㥁,dé,đức,1,đức
㥂,tè,~thắc,1,~thắc
㥃,mèn,muộn,1,muộn
㥄,líng,~linh,1,~linh
㥅,shòu,thụ,1,thụ
㥆,tuì,thoái,1,thoái
㥇,cán,~tàm,1,~tàm
㥈,dié,điệp,1,điệp
㥉,chè,~triệt,1,~triệt
㥊,péng,bằng,1,bằng
㥋,yī,~y,1,~y
㥌,jú,~cúc,1,~cúc
㥍,jì,~kị,1,~kị
㥎,lái,~lai,1,~lai
㥏,tiǎn,~thỏm,1,~thỏm
㥐,yuàn,~nguyện,1,~nguyện
㥑,yōu,ưu,1,ưu
㥒,cǎi,~thải,1,~thải
㥓,qī,~thích,1,~thích
㥔,yù,~dục,1,~dục
㥕,lián,~lanh,1,~lanh
㥖,cōng,~thông,1,~thông
㥚,yú,~ngu,1,~ngu
㥛,jí,cực,1,cực
㥜,wèi,~uý,1,~uý
㥝,mǐ,~mễ,1,~mễ
㥞,suì,~toại,1,~toại
㥟,xié,~hài,1,~hài
㥠,xū,~tu,1,~tu
㥡,chì,~thức,1,~thức
㥢,qiú,~cầu,1,~cầu
㥣,huì,~tuệ,1,~tuệ
㥤,qiú,cầu,1,cầu
㥥,yú,ngùng,1,ngùng
㥦,qiè,~khiếp,1,~khiếp
㥧,shùn,tuân,1,tuân
㥨,shuì,~thuế,1,~thuế
㥩,duǒ,~đoá,1,~đoá
㥪,lóu,lưu,1,lưu
㥫,zhūn,truân,1,truân
㥬,páng,bàng,1,bàng
㥭,tài,thái,1,thái
㥮,zhòu,~chú,1,~chú
㥯,yǐn,ẩn,1,ẩn
㥰,sāo,~tao,1,~tao
㥱,fěi,phỉ,1,phỉ
㥲,chēn,~xin,1,~xin
㥳,yuán,~viên,1,~viên
㥴,yí,~di,1,~di
㥵,hùn,~hỗn,1,~hỗn
㥶,sè,tai,1,tai
㥷,yè,ế,1,ế
㥸,mǐn,mẫn,1,mẫn
㥹,fěn,~phấn,1,~phấn
㥺,hé,~hoà,1,~hoà
㥼,yìn,~ngận,1,~ngận
㥽,cè,sách,1,sách
㥾,nì,nịch,1,nịch
㥿,ào,ngạo,1,ngạo
㦀,féng,phùng,1,phùng
㦁,lián,~lanh,1,~lanh
㦂,cháng,thường,1,thường
㦃,chǎn,~sản,1,~sản
㦄,má,ma,1,ma
㦅,diē,~nhẹ,1,~nhẹ
㦆,hū,hú,1,hú
㦇,lù,lục,1,lục
㦉,yì,nhát,1,nhát
㦊,huá,hoa,1,hoa
㦋,zhā,~tra,1,~tra
㦌,hū,~hốt,1,~hốt
㦍,è,ngạc,1,ngạc
㦎,huò,~hoạch,1,~hoạch
㦏,sǔn,duẩn,1,duẩn
㦐,nì,nhị,1,nhị
㦑,xiàn,~hiến,1,~hiến
㦒,lí,~lê,1,~lê
㦓,xiàn,~hiến,1,~hiến
㦔,yàn,~diễm,1,~diễm
㦕,lóng,~lung,1,~lung
㦖,mèn,muốn,1,muốn
㦗,jīn,~căm,1,~căm
㦘,jī,~kích,1,~kích
㦚,biǎn,biển,1,biển
㦛,yǔ,~vũ,1,~vũ
㦜,huò,hoạch,1,hoạch
㦝,miǎo,~miểu,1,~miểu
㦞,chóu,~trù,1,~trù
㦟,mái,~mai,1,~mai
㦡,lè,lạc,1,lạc
㦢,jié,~ghét,1,~ghét
㦣,wèi,~uý,1,~uý
㦤,yì,ý,1,ý
㦥,xuān,huyên,1,huyên
㦦,xì,~ghét,1,~ghét
㦧,cǎn,thảm,1,thảm
㦨,lán,lãn,1,lãn
㦩,yǐn,~ẩn,1,~ẩn
㦪,xiè,~giải,1,~giải
㦫,zā,trát,1,trát
㦬,luǒ,~lỏa,1,~lỏa
㦭,líng,~linh,1,~linh
㦮,qián,~kiềm,1,~kiềm
㦯,huò,~hoặc,1,~hoặc
㦰,jiān,~tiên,1,~tiên
㦲,zāi,tai,1,tai
㦳,zhī,chi,1,chi
㦴,gé,cách,1,cách
㦵,zhū,~chư,1,~chư
㦶,dié,~điệp,1,~điệp
㦷,yǒng,~dũng,1,~dũng
㦸,jǐ,~kích,1,~kích
㦹,yáng,~dương,1,~dương
㦺,rù,~nhọc,1,~nhọc
㦻,xí,tập,1,tập
㦼,shuàng,~tương,1,~tương
㦽,yù,~duật,1,~duật
㦾,yí,~di,1,~di
㦿,qiǎn,~hiểm,1,~hiểm
㧀,jí,~tập,1,~tập
㧁,qù,khứ,1,khứ
㧂,tián,điền,1,điền
㧃,shōu,~thu,1,~thu
㧄,qiǎn,~hiểm,1,~hiểm
㧅,mù,đeo,1,đeo
㧆,jīn,~kim,1,~kim
㧇,mǎo,~mão,1,~mão
㧈,yǐn,~uẩn,1,~uẩn
㧉,gài,~cái,1,~cái
㧊,pō,bát,1,bát
㧋,xuǎn,~tuyển,1,~tuyển
㧌,mào,~mạo,1,~mạo
㧍,fǎng,phang,1,phang
㧎,yá,nha,1,nha
㧏,gāng,~cương,1,~cương
㧐,sǒng,tủng,1,tủng
㧑,huī,huy,2,huy / vày
㧑,huī,vày,2,huy / vày
㧒,yù,~vựa,1,~vựa
㧓,guā,cô,1,cô
㧔,guài,~quái,1,~quái
㧕,liǔ,~lữu,1,~lữu
㧖,è,~ngột,1,~ngột
㧗,zǐ,chỉ,1,chỉ
㧘,zì,~chí,1,~chí
㧙,bì,~tất,1,~tất
㧚,wǎ,ngoã,1,ngoã
㧛,lǎn,lãm,1,lãm
㧜,liè,~xợp,1,~xợp
㧝,zhǎ,tra,1,tra
㧟,kuǎi,khối,1,khối
㧡,hài,hợi,1,hợi
㧢,yīn,~nhân,1,~nhân
㧣,zhū,~chư,1,~chư
㧤,chòng,súng,1,súng
㧥,xiǎn,tiển,1,tiển
㧦,xuàn,~huyến,1,~huyến
㧧,shū,sơ,1,sơ
㧨,qiú,cầu,1,cầu
㧩,pèi,~bí,1,~bí
㧪,guǐ,~quỷ,1,~quỷ
㧫,ér,~nhi,1,~nhi
㧬,gǒng,củng,1,củng
㧭,qióng,cung,1,cung
㧮,hū,~hốt,1,~hốt
㧯,lǎo,lỗ,1,lỗ
㧰,lüè,lịch,1,lịch
㧱,chèn,nã,1,nã
㧲,sǎn,thẩm,1,thẩm
㧳,zhuò,~trác,1,~trác
㧴,wǒ,ngã,1,ngã
㧵,póu,~bồi,1,~bồi
㧶,kēng,~ken,1,~ken
㧷,tùn,~độn,1,~độn
㧸,pēng,~banh,1,~banh
㧹,tè,~thắc,1,~thắc
㧺,tà,~thát,1,~thát
㧻,zhuó,đốc,1,đốc
㧼,biào,bíu,1,bíu
㧽,gù,cố,1,cố
㧾,hū,hốt,1,hốt
㧿,cóng,tùng,1,tùng
㨀,bǐng,~bỉnh,1,~bỉnh
㨁,zhì,~chí,1,~chí
㨂,dǒng,đổng,1,đổng
㨃,duǐ,~đuy,1,~đuy
㨄,zhōu,~chu,1,~chu
㨅,nèi,~nại,1,~nại
㨆,lǐn,lẫm,1,lẫm
㨇,pó,bà,1,bà
㨈,jǐ,~tễ,1,~tễ
㨉,mín,~mân,1,~mân
㨊,wěi,~vãi,1,~vãi
㨋,chě,~xả,1,~xả
㨌,gòu,~cấu,1,~cấu
㨍,bāng,~banh,1,~banh
㨎,rú,~như,1,~như
㨏,tān,than,1,than
㨐,bǔ,~bõ,1,~bõ
㨑,zōng,~tông,1,~tông
㨒,kuī,~khôi,1,~khôi
㨓,láo,~lao,1,~lao
㨔,hàn,giằm,1,giằm
㨕,yíng,~doanh,1,~doanh
㨖,zhì,chí,1,chí
㨗,jié,tiệp,1,tiệp
㨘,xǐng,tỉnh,1,tỉnh
㨙,xié,hài,1,hài
㨚,xún,~tuần,1,~tuần
㨛,shǎn,thiểm,1,thiểm
㨜,qián,kiền,1,kiền
㨝,xiē,tiết,1,tiết
㨞,sù,tố,1,tố
㨟,hāi,cai,1,cai
㨠,mì,mịch,1,mịch
㨡,hún,~hồn,1,~hồn
㨢,pī,nâng,1,nâng
㨤,huì,khối,1,khối
㨥,nà,~nài,1,~nài
㨦,sǒng,tủng,1,tủng
㨧,bèn,~bỡn,1,~bỡn
㨨,chōu,thu,1,thu
㨩,jié,tiệp,1,tiệp
㨪,huàng,hoảng,1,hoảng
㨫,lǎn,lãm,2,lãm / giam
㨫,lǎn,giam,2,lãm / giam
㨭,hù,hộ,1,hộ
㨮,dōu,đâu,1,đâu
㨯,huò,~xách,1,~xách
㨰,gǔn,~cổn,1,~cổn
㨱,yáo,~gieo,1,~gieo
㨲,cè,sách,1,sách
㨳,guǐ,~quỷ,1,~quỷ
㨴,jiàn,~kiến,1,~kiến
㨵,jiǎn,~tiên,1,~tiên
㨶,dǎo,đẽo,1,đẽo
㨷,jìn,~tấn,1,~tấn
㨸,mà,~mạ,1,~mạ
㨹,huì,~khối,1,~khối
㨺,miǎn,~miễn,1,~miễn
㨻,cán,~sàm,1,~sàm
㨼,lüè,lược,1,lược
㨽,pì,~tịch,1,~tịch
㨾,yàng,dạng,1,dạng
㨿,jù,cứ,1,cứ
㩀,jù,~cứ,1,~cứ
㩁,què,~xác,1,~xác
㩃,qiān,~khiên,1,~khiên
㩄,shāi,~si,1,~si
㩅,chōu,thu,1,thu
㩆,jiù,~cứu,1,~cứu
㩇,huò,~xách,1,~xách
㩈,yǔn,~vẫn,1,~vẫn
㩉,dá,~đạt,1,~đạt
㩊,xuān,~tuyên,1,~tuyên
㩋,xiāo,~tiêu,1,~tiêu
㩌,fèi,~mượn,1,~mượn
㩍,cè,sách,1,sách
㩎,yè,~áp,1,~áp
㩐,dèn,đôn,1,đôn
㩒,qín,cắm,1,cắm
㩓,huǐ,~huỷ,1,~huỷ
㩔,tún,~đồn,1,~đồn
㩕,mǐng,mính,1,mính
㩖,qiáng,cường,1,cường
㩗,xí,~tập,1,~tập
㩘,nǐ,~nghĩ,1,~nghĩ
㩙,sāi,tai,1,tai
㩚,méng,mông,1,mông
㩛,tuán,~đoàn,1,~đoàn
㩜,lǎn,giam,1,giam
㩝,háo,hào,1,hào
㩞,cì,sách,1,sách
㩟,zhài,trại,1,trại
㩠,āo,ngao,1,ngao
㩡,luǒ,dủi,1,dủi
㩢,miè,mót,1,mót
㩣,wēi,ủy,1,ủy
㩤,fū,phu,1,phu
㩥,shè,thiệp,1,thiệp
㩦,xié,~huề,1,~huề
㩧,bó,bẹo,1,bẹo
㩨,huì,~khối,1,~khối
㩩,qǐng,khoảnh,1,khoảnh
㩪,xié,~huề,1,~huề
㩬,yǐn,uẩn,1,uẩn
㩭,bó,giảo,1,giảo
㩮,qián,~kiền,1,~kiền
㩯,pó,bàn,1,bàn
㩰,jiǎo,~giảo,1,~giảo
㩱,jué,~quặc,1,~quặc
㩲,kǔn,quyền,1,quyền
㩳,sǒng,tủng,1,tủng
㩴,jú,~cúc,1,~cúc
㩵,è,ngột,1,ngột
㩶,niè,~nghiệt,1,~nghiệt
㩸,dié,điệp,1,điệp
㩹,dié,điệp,1,điệp
㩺,qī,khi,1,khi
㩻,qī,khi,1,khi
㩼,zhī,~chi,1,~chi
㩽,qí,kì,1,kì
㩾,zhuì,~chuế,1,~chuế
㩿,kū,~khô,1,~khô
㪀,yú,~du,1,~du
㪁,qín,cầm,1,cầm
㪂,kū,~khô,1,~khô
㪃,hé,~hà,1,~hà
㪄,fú,~phù,1,~phù
㪅,gèng,canh,2,canh / canh
㪅,gēng,canh,2,canh / canh
㪆,dǐ,để,1,để
㪇,xiàn,~tuyến,1,~tuyến
㪈,guì,~quý,1,~quý
㪉,hé,~hạp,1,~hạp
㪊,qún,quần,1,quần
㪋,hàn,hãn,1,hãn
㪌,tǒng,~thống,1,~thống
㪍,bó,~bác,1,~bác
㪎,shǎn,thiểm,1,thiểm
㪏,bǐ,~bỉ,1,~bỉ
㪐,lù,~lục,1,~lục
㪑,yè,~diệp,1,~diệp
㪒,ní,~nghê,1,~nghê
㪓,chuái,~suỳ,1,~suỳ
㪔,sàn,~tản,1,~tản
㪕,diào,~điếu,1,~điếu
㪖,lù,lục,1,lục
㪗,tǒu,thẩu,1,thẩu
㪘,liǎn,~liễm,1,~liễm
㪙,kě,~khả,1,~khả
㪚,sàn,~tản,1,~tản
㪛,zhěn,~chẩn,1,~chẩn
㪜,chuǎi,~thuỷ,1,~thuỷ
㪝,liàn,luyện,1,luyện
㪞,mào,~mạo,1,~mạo
㪟,dūn,~đôn,1,~đôn
㪠,qiān,trâm,1,trâm
㪡,kài,~khế,1,~khế
㪢,shǎo,sảo,1,sảo
㪣,xiāo,~tiêu,1,~tiêu
㪤,bì,~tệ,1,~tệ
㪥,zhā,~tra,1,~tra
㪦,yìn,~ấn,1,~ấn
㪧,xī,~hi,1,~hi
㪨,shàn,thiện,1,thiện
㪩,sù,~túc,1,~túc
㪪,sà,~sát,1,~sát
㪫,ruì,~nhuế,1,~nhuế
㪬,chuō,~trạc,1,~trạc
㪭,lú,~lô,1,~lô
㪮,líng,~linh,1,~linh
㪯,chá,~tra,1,~tra
㪰,zhāi,trai,1,trai
㪱,huàn,hoán,1,hoán
